Survey ID,Age,Gender,Marital Status,Education,Occupation,Income Range,Area,Cash Over E-Money,Bank Account,Have E-Wallet,Use E-Wallet,E-Wallet Name,E-Wallet Usage Medium,E-Wallet Usage Purpose,E-Wallet Usage Reason,Reason of Non-Usage,User Satisfaction,Reason of Non-Satisfaction,Usage Continuation,Finance Management,General Lack of Trust
10,31 - 50,Female,Married,No formal education or below matric,Homemaker/ Unemployed,"Less than 30,000",Rural area,Yes,No,Yes,Yes,Jazzcash,Without Mobile Application,To send money,Inclusive,Not applicable,Yes,Not applicable,Yes,No,Maybe
10,31 - 50,Female,Married,No formal education or below matric,Homemaker/ Unemployed,"Less than 30,000",Rural area,Yes,No,Yes,Yes,Jazzcash,Without Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,No,Maybe
10,31 - 50,Female,Married,No formal education or below matric,Homemaker/ Unemployed,"Less than 30,000",Rural area,Yes,No,Yes,Yes,Jazzcash,Without Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,No,Maybe
10,31 - 50,Female,Married,No formal education or below matric,Homemaker/ Unemployed,"Less than 30,000",Rural area,Yes,No,Yes,Yes,Jazzcash,Without Mobile Application,To receive money,Inclusive,Not applicable,Yes,Not applicable,Yes,No,Maybe
10,31 - 50,Female,Married,No formal education or below matric,Homemaker/ Unemployed,"Less than 30,000",Rural area,Yes,No,Yes,Yes,Jazzcash,Without Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,No,Maybe
10,31 - 50,Female,Married,No formal education or below matric,Homemaker/ Unemployed,"Less than 30,000",Rural area,Yes,No,Yes,Yes,Jazzcash,Without Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,No,Maybe
11,31 - 50,Female,Married,Matriculation/ O-Levels,Homemaker/ Unemployed,"Less than 30,000",Urban area,Maybe,No,Yes,Yes,Jazzcash,Mobile Application,To send money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
11,31 - 50,Female,Married,Matriculation/ O-Levels,Homemaker/ Unemployed,"Less than 30,000",Urban area,Maybe,No,Yes,Yes,Jazzcash,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
12,31 - 50,Male,Married,Masters/ M.Phil,Business/ Corporate Sector,"More than 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,No,Yes
12,31 - 50,Male,Married,Masters/ M.Phil,Business/ Corporate Sector,"More than 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,No,Yes
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Service quality,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Service quality,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Online shopping,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Online shopping,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Online shopping,Service quality,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Online shopping,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Service quality,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Service quality,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
13,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,No,Yes,Yes,Yes,Jazzcash,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
14,31 - 50,Male,Single,Masters/ M.Phil,Business/ Corporate Sector,"More than 100,000",Urban area,No,Yes,Yes,No,Nayapay,Mobile Application,Not Applicable,Convenience,Lack of interest,Yes,Not applicable,Maybe,Maybe,Yes
14,31 - 50,Male,Single,Masters/ M.Phil,Business/ Corporate Sector,"More than 100,000",Urban area,No,Yes,Yes,No,Nayapay,Mobile Application,Not Applicable,Convenience,Bank Account User,Yes,Not applicable,Maybe,Maybe,Yes
15,Above 50,Female,Married,Masters/ M.Phil,Homemaker/ Unemployed,"More than 100,000",Urban area,Yes,Yes,No,No,Not applicable,Not Applicable,Not Applicable,Not applicable,Lack of knowledge,Not applicable,Not applicable,Not applicable,Not applicable,Yes
15,Above 50,Female,Married,Masters/ M.Phil,Homemaker/ Unemployed,"More than 100,000",Urban area,Yes,Yes,No,No,Not applicable,Not Applicable,Not Applicable,Not applicable,Lack of interest,Not applicable,Not applicable,Not applicable,Not applicable,Yes
15,Above 50,Female,Married,Masters/ M.Phil,Homemaker/ Unemployed,"More than 100,000",Urban area,Yes,Yes,No,No,Not applicable,Not Applicable,Not Applicable,Not applicable,Bank Account User,Not applicable,Not applicable,Not applicable,Not applicable,Yes
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Online shopping,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Online shopping,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Online shopping,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
16,18 - 30,Female,Single,Bachelors,Health Sector,"30,000 - 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Yes,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,Bill payments,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
17,18 - 30,Male,Single,Intermediate/ A-Levels,Student,"Less than 30,000",Urban area,No,Yes,Yes,Yes,Sadapay,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
18,31 - 50,Male,Single,Bachelors,Business/ Corporate Sector,"More than 100,000",Urban area,Yes,Yes,Yes,Yes,Jazzcash,Mobile Application,Online shopping,Convenience,Not applicable,Yes,Not applicable,Yes,No,Yes
19,Above 50,Female,Widow/ Widower,Intermediate/ A-Levels,Business/ Corporate Sector,"Less than 30,000",Rural area,Yes,Yes,Yes,No,Not applicable,Without Mobile Application,Not Applicable,Not applicable,Inconvenience,Not applicable,Not applicable,Not applicable,Not applicable,No
19,Above 50,Female,Widow/ Widower,Intermediate/ A-Levels,Business/ Corporate Sector,"Less than 30,000",Rural area,Yes,Yes,No,No,Not applicable,Not Applicable,Not Applicable,Not applicable,Operational constraint,Not applicable,Not applicable,Not applicable,Not applicable,No
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Easypaisa,Mobile Application,Recharge or package activation,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Service quality,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,To send money,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Service quality,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,To receive money,Convenience,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,Online shopping,Easy to use,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,Online shopping,Accessibility,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
20,Above 50,Male,Married,Diploma,Business/ Corporate Sector,"More than 100,000",Urban area,Maybe,Yes,Yes,Yes,Jazzcash,Mobile Application,Online shopping,Service quality,Not applicable,Yes,Not applicable,Yes,Maybe,Maybe
